Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
ろう下,ろうか,Hành lang,N4,このろう下（か）の右（みぎ）にトイレがあります。,0,1,True
台所,だいところ,"Nhà bếp, phòng bếp",N4,うちの台所（だいどころ）は使（つか）いやすいです。,0,0,False
水道,すいどう,"Nước máy, hệ thống nước máy",N4,水道（すいどう）の水（みず）を飲（の）んでもだいじょうぶです。,0,0,False
ガス,ガス,Ga,N4,地震（じしん）でガスが止（と）まってしまいました。,0,0,False
和室,わしつ,Phòng kiểu Nhật,N4,私（わたし）は和室（わしつ）が好（す）きです。,0,0,False
たたみ,たたみ,Chiếu,N4,たたみの部屋（へや）があるアパートに住（す）みたいです。,0,0,False
押し入れ,おしいれ,Tủ âm tường,N4,部屋（へや）に押し入（おしい）れがあると、便利（べんり）です。,0,0,False
ふとん,ふとん,"Nệm, chăn đắp",N4,私（わたし）はベッドよりふとんのほうが好（す）きです。,0,0,False
ガラス,ガラス,Kính,N4,窓（まど）ガラスをきれいにしましょう。,0,0,False
カーテン,カーテン,Màn cửa,N4,明（あか）るい色（いろ）のカーテンを買（か）います。,0,0,False
すみ,すみ,Góc,N4,部屋（へや）のすみにつくえを置（お）いています。,0,0,False
家具,かぐ,Gia dụng,N4,私（わたし）は木（き）の家具（かぐ）が好（す）きです。,0,0,False
たな,たな,Kệ,N4,たなにはDVDが置（お）いてあります。,0,0,False
組み立てる,くみたてる,Lắp ráp,N4,このベッドは自分（じぶん）で組み立（くみた）ててください。,0,0,False
引き出し,ひきだし,Ngăn kéo,N4,パスポートはつくえの引き出（ひきだ）しの中（なか）にあります。,0,0,False
片づける,かたづける,Dọn dẹp,N4,友（とも）だちが来（く）るので、部屋（へや）を片（かた）づけました。,0,0,False
片づく,かたづく,"Được dọn dẹp, ngăn nắp",N4,いつも部屋（へや）が片（かた）づいています。,0,0,False
整理＜する＞,せいり＜する＞,Sự sắp xếp,N4,つくえの上（うえ）をきれいに整理（せいり）してください。,0,0,False
動かす,うごかす,"Dịch chuyển, di chuyển",N4,みんなで大（おお）きいテーブルを動（うご）かします。,0,0,False
動く,うごく,"Chuyển động, hoạt động",N4,エレベーターが動（うご）いています。,0,0,False
花びん,かびん,Bình hoa,N4,家（いえ）には小（ちい）さい花（か）びんしかありません。,0,0,False
カレンダー,カレンダー,Lịch,N4,かわいい猫（ねこ）のカレンダーを買（か）いました。,0,0,False
ポスター,ポスター,áp phích,N4,犬（いぬ）のポスターがほしいです。,0,0,False
かざる,かざる,"Trang hoàng, trang trí",N4,げんかんに花（はな）をかざりたいです。,0,0,False
はる,はる,Dán,N4,れいぞう庫（こ）にメモをはっています。,0,0,False
（絵を）かける,（えを）かける,Treo (tranh),N4,げんかんにきれいな絵（え）をかけました。,0,0,False
（カレンダーが）かかる,（カレンダーが）かかる,"(Lịch) được treo, có treo",N4,きれいなカレンダーがかかっていますね。,0,0,False
（いすに）かける,（いすに）かける,Ngồi (xuống ghế),N4,このいすにかけてもいいですか。,0,0,False
暖房,だんぼう,Máy sưởi,N4,今日（きょう）は寒（さむ）いので、暖房（だんぼう）をつけましょう。,0,0,False
上げる,あげる,"Nâng lên, tăng lên",N4,ちょっとエアコンの温度（おんど）を上（あ）げてください。,0,0,False
電源,でんげん,Ổ cắm điện,N4,この部屋（へや）は電源（でんげん）が少（すく）なくて、不便（ふべん）です。,0,0,False
（電気を）つける,（でんきを）つける,"Bật (điện), mở (đèn)",N4,部屋（へや）が暗（くら）いので、電気（でんき）をつけましょう。,0,0,False
（テレビが）つく,（テレビが）つく,"(Tivi) mở, bật",N4,ここを押（お）すと、テレビがつきます。,0,0,False
消す,けす,Tắt (cái gì đó),N4,教室（きょうしつ）を出（で）るときは電気（でんき）を消（け）してください。,0,1,True
消える,きえる,(Cái gì đó) tắt,N4,電気（でんき）が消（き）えているので、田中（たなか）さんは部屋（へや）にいないでしょう。,0,0,False
起きる,おきる,Thức dậy,N4,休（やす）みの日（ひ）はお昼ごろ起（お）きます。,0,0,False
起こす,おこす,Đánh thức,N4,毎朝（まいあさ）、母（はは）が私（わたし）を起（お）こしてくれます。,0,0,False
早起き<する>,はやおき<する>,Việc dậy sớm,N4,,0,0,False
ねぼう＜する＞,ねぼう＜する＞,"Việc ngủ nướng, ngủ dậy trể",N4,お酒（さけ）を飲（の）みすぎて、ねぼうしました。,0,0,False
みがく,みがく,"Đánh, chải",N4,1日（にち）3回（かい）、歯（は）をみがきましょう。,0,0,False
ケータイ,ケータイ,Điện thoại di động,N4,朝（あさ）、ケータイをバッグに入（い）れます。,0,0,False
鳴る,なる,"Reo, kêu, reng",N4,ケータイが大（おお）きな音（おと）で鳴（な）っています。,0,0,False
ごみ,ごみ,Rác,N4,ごみはごみ箱に入（い）れましょう。,0,0,False
びん,びん,"Bình, chai (thủy tinh)",N4,このびんに何（なに）が入（はい）っていますか。,0,0,False
カン,カン,"Vỏ lon, vỏ đồ hộp",N4,カンは月曜日（げつようび）に出（だ）してください。,0,0,False
ペットボトル,ペットボトル,Chai nhựa,N4,いつもお茶のペットボトルを持（も）っています。,0,0,False
リサイクル,リサイクル,"Tái sử dụng, tái chế",N4,コートをリサイクルに出（だ）しました。,0,0,False
出す,だす,Đổ (rác),N4,今朝（けさ）、ごみを出（だ）すのをわすれました。,0,0,False
出る,でる,"Ra khỏi, rời đi, xuất phát, xuất hiện",N4,10時（じ）にバスが出（で）ます。,0,0,False
もえる,もえる,Đốt được,N4,火曜日（かようび）と金曜日（きんようび）はもえるごみの日（ひ）です。,1,0,False
せっけん,せっけん,"Xà bông, xà phòng",N4,せっけんで手（て）を洗（あら）いましょう。,0,0,False
シャンプー <する>,シャンプー <する>,Dầu gội đầu,N4,このシャンプーはとても安（やす）いです。,0,0,False
せんたく機,せんたくき,Máy giặt,N4,うちのせんたく機（き）は音（おと）がうるさいです。,0,0,False
せんたく物,せんたくもの,Đồ giặt,N4,せんたく物（もの）を片（かた）づけてから出（で）かけます。,0,0,False
クリーニング,クリーニング,Tiệm giặt ủi,N4,スーツをクリーニングに出（だ）します。,0,0,False
タオル,タオル,Khăn,N4,トイレでピンクのタオルを使（つか）っています。,0,0,False
かわかす,かわかす,"Phơi, hong, làm cho khô",N4,げんかんでかさをかわかしています。,0,0,False
（タオルが）かわく,（タオルが）かわく,(Khăn) khô,N4,天気（てんき）がいいので、もうタオルがかわきました。,1,0,False
えさ,えさ,"Mồi, thức ăn cho vật nuôi",N4,毎日（まいにち）、弟（おとうと）が犬（いぬ）にえさをやっています。,0,0,False
世話<する>,せわ<する>,Chăm sóc,N4,犬いぬを世話せわするのはとても楽たのしいです。,0,0,False
るす,るす,Sự vắng nhà,N4,平日（へいじつ）の昼間（ひるま）はるすが多（おお）いです。,0,0,False
宅配便,たくはいびん,"Bưu phẩm, chuyển phát",N4,るすの間（ま）に宅配（たくはい）便（びん）が来（き）たようです。,0,0,False
とどく,とどく,"Được gửi đến, đến nơi",N4,国（くに）から手紙（てがみ）がとどきました。,0,1,True
とどける,とどける,"Đem đến, phát (hàng hóa)",N4,荷物（にもつ）をとどけてもらいました。,0,1,True
日記,にっき,Nhật ký,N4,小学生（しょうがくせい）のときから日記（にっき）をつけています。,0,0,False
ねむる,ねむる,Ngủ,N4,たくさん運動（うんどう）すると、よくねむれます。,0,0,False
生活<する>,せいかつ<する>,"Sinh hoạt, cuộc sống",N4,,0,0,False
暮らす,くらす,"Sống, sinh sống",N4,ずっと日本（にほん）で暮（く）らしたいと思（おも）っています。,0,0,False
習慣,しゅうかん,Thói quen,N4,毎朝（まいあさ）、りんごジュースを飲（の）むのが習慣（しゅうかん）です。,0,0,False
